age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,pdays_contacted,y
33,services,married,high.school,no,yes,no,cellular,apr,thu,1,-1,0,nonexistent,93.075,-47.1,1.365,0,0
37,admin.,married,university.degree,no,no,no,cellular,may,wed,2,-1,1,failure,92.893,-46.2,1.334,0,0
78,retired,divorced,basic.6y,no,no,no,cellular,oct,fri,2,-1,0,nonexistent,92.431,-26.9,0.72,0,1
38,admin.,married,high.school,no,yes,no,cellular,aug,mon,1,-1,1,failure,92.201,-31.4,0.821,0,0
77,retired,divorced,basic.4y,no,no,no,cellular,nov,fri,2,-1,0,nonexistent,92.649,-30.1,0.718,0,0
44,management,married,professional.course,no,yes,no,cellular,apr,fri,1,-1,0,nonexistent,93.075,-47.1,1.405,0,0
41,services,single,high.school,no,yes,no,cellular,may,mon,2,-1,0,nonexistent,92.893,-46.2,1.354,0,0
53,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,24,-1,0,nonexistent,93.918,-42.7,4.963,0,0
34,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.864,0,0
26,technician,married,basic.6y,no,yes,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.864,0,0
36,technician,single,high.school,no,yes,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,0
22,student,single,high.school,no,no,yes,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
32,services,married,professional.course,no,yes,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.859,0,0
33,technician,single,professional.course,no,yes,yes,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
36,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
33,blue-collar,single,professional.course,no,no,yes,telephone,jul,fri,1,-1,0,nonexistent,94.215,-40.3,0.822,0,0
45,unemployed,married,professional.course,unknown,no,no,cellular,sep,thu,1,-1,0,nonexistent,94.199,-37.5,0.879,0,1
47,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,5,-1,0,nonexistent,94.465,-41.8,4.866,0,0
30,technician,single,professional.course,no,no,yes,telephone,jul,thu,7,-1,0,nonexistent,93.918,-42.7,4.963,0,0
29,admin.,married,university.degree,no,no,no,cellular,aug,mon,2,-1,0,nonexistent,93.444,-36.1,4.965,0,0
35,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,1,-1,1,failure,93.075,-47.1,1.405,0,0
35,admin.,single,university.degree,no,yes,no,cellular,may,mon,2,-1,0,nonexistent,92.893,-46.2,1.244,0,0
56,housemaid,married,high.school,no,no,no,cellular,may,mon,8,-1,0,nonexistent,92.893,-46.2,1.354,0,0
42,services,married,high.school,unknown,no,yes,telephone,jun,tue,3,-1,0,nonexistent,94.465,-41.8,4.961,0,0
39,technician,single,professional.course,no,no,no,telephone,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.291,0,0
81,retired,divorced,high.school,no,no,no,cellular,jun,tue,1,-1,4,failure,94.055,-39.8,0.761,0,0
39,technician,single,university.degree,no,no,no,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.967,0,0
52,housemaid,married,university.degree,no,yes,no,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.855,0,0
47,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
28,technician,married,basic.9y,no,yes,no,cellular,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.291,0,0
24,student,single,high.school,no,yes,no,cellular,oct,thu,3,-1,0,nonexistent,92.431,-26.9,0.722,0,1
33,technician,married,professional.course,no,yes,no,cellular,aug,tue,1,-1,0,nonexistent,93.444,-36.1,4.963,0,0
38,unemployed,married,basic.4y,unknown,no,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.961,0,0
42,admin.,married,university.degree,no,yes,no,cellular,aug,thu,2,-1,0,nonexistent,93.444,-36.1,4.963,0,0
44,self-employed,married,basic.9y,no,yes,no,cellular,nov,thu,4,-1,1,failure,93.2,-42.0,4.076,0,0
40,services,married,high.school,no,no,no,cellular,apr,thu,1,-1,0,nonexistent,93.075,-47.1,1.41,0,1
48,management,married,university.degree,no,yes,yes,cellular,nov,tue,2,-1,0,nonexistent,92.649,-30.1,0.715,0,1
37,admin.,married,university.degree,no,yes,no,cellular,jul,fri,5,4,2,success,94.215,-40.3,0.896,1,1
32,entrepreneur,single,basic.9y,no,no,no,cellular,nov,fri,2,-1,0,nonexistent,93.2,-42.0,4.021,0,0
35,blue-collar,married,high.school,unknown,no,no,telephone,jun,mon,3,-1,0,nonexistent,94.465,-41.8,4.961,0,0
43,admin.,married,high.school,unknown,no,no,cellular,may,wed,2,-1,0,nonexistent,92.893,-46.2,1.281,0,0
36,blue-collar,single,basic.9y,no,no,yes,telephone,nov,wed,2,-1,0,nonexistent,93.2,-42.0,4.12,0,0
47,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.86,0,0
45,management,married,university.degree,no,yes,no,cellular,aug,thu,15,-1,0,nonexistent,93.444,-36.1,4.962,0,0
49,admin.,married,basic.6y,unknown,yes,no,cellular,apr,thu,3,-1,0,nonexistent,93.075,-47.1,1.483,0,0
37,admin.,single,high.school,no,yes,no,cellular,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.961,0,0
40,services,divorced,high.school,no,yes,no,telephone,jun,fri,3,-1,0,nonexistent,94.465,-41.8,4.967,0,1
36,admin.,married,university.degree,no,yes,no,cellular,nov,fri,1,-1,0,nonexistent,93.2,-42.0,4.021,0,0
48,admin.,divorced,high.school,no,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
47,technician,married,professional.course,unknown,yes,no,cellular,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
25,admin.,single,high.school,no,yes,yes,cellular,aug,wed,1,-1,0,nonexistent,92.201,-31.4,0.879,0,0
28,entrepreneur,single,professional.course,no,yes,no,cellular,may,mon,1,-1,0,nonexistent,92.893,-46.2,1.299,0,0
39,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.344,0,1
41,management,married,university.degree,no,no,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.866,0,0
29,technician,married,university.degree,no,yes,no,cellular,nov,fri,1,3,1,success,92.649,-30.1,0.714,1,1
41,self-employed,married,professional.course,no,yes,no,cellular,aug,fri,3,-1,0,nonexistent,93.444,-36.1,4.964,0,0
48,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,1,-1,2,failure,93.075,-47.1,1.365,0,0
41,admin.,married,university.degree,no,no,no,cellular,apr,fri,1,-1,0,nonexistent,93.075,-47.1,1.405,0,1
35,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,1,-1,1,failure,93.075,-47.1,1.365,0,0
47,management,married,university.degree,no,yes,no,cellular,nov,tue,2,-1,0,nonexistent,93.2,-42.0,4.153,0,0
42,entrepreneur,married,high.school,no,yes,no,telephone,nov,mon,2,-1,1,failure,93.2,-42.0,4.191,0,0
46,admin.,married,professional.course,no,no,no,cellular,jul,fri,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
39,technician,single,professional.course,no,no,no,telephone,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.966,0,0
52,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,wed,4,-1,0,nonexistent,93.918,-42.7,4.962,0,0
57,self-employed,married,university.degree,no,yes,yes,telephone,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
40,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
47,admin.,married,high.school,no,no,no,cellular,aug,thu,2,16,1,success,94.027,-38.3,0.904,1,1
47,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,1,-1,0,nonexistent,93.444,-36.1,4.966,0,0
41,management,married,university.degree,unknown,yes,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.858,0,0
48,admin.,married,university.degree,no,yes,no,cellular,nov,wed,2,-1,1,failure,93.2,-42.0,4.12,0,0
24,unknown,single,university.degree,no,no,no,cellular,jun,tue,1,3,2,success,92.963,-40.8,1.262,1,1
29,admin.,single,university.degree,no,yes,no,cellular,aug,wed,3,-1,0,nonexistent,93.444,-36.1,4.964,0,0
51,technician,married,professional.course,no,yes,no,cellular,apr,thu,1,0,1,success,93.075,-47.1,1.365,1,1
49,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,2,-1,0,nonexistent,93.994,-36.4,4.864,0,0
41,admin.,married,university.degree,no,no,yes,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.96,0,0
45,self-employed,married,university.degree,no,no,yes,cellular,aug,thu,1,-1,0,nonexistent,92.201,-31.4,0.851,0,0
59,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,2,-1,0,nonexistent,93.075,-47.1,1.405,0,0
55,retired,married,high.school,unknown,yes,yes,cellular,aug,tue,5,-1,0,nonexistent,93.444,-36.1,4.963,0,0
27,admin.,single,basic.6y,no,yes,no,telephone,may,fri,4,-1,0,nonexistent,92.893,-46.2,1.25,0,0
44,technician,divorced,high.school,no,no,no,cellular,aug,tue,3,-1,0,nonexistent,92.201,-31.4,0.838,0,0
25,admin.,single,high.school,no,no,no,cellular,sep,thu,1,3,1,success,92.379,-29.8,0.778,1,1
44,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,1,-1,0,nonexistent,92.893,-46.2,1.299,0,0
24,services,single,high.school,no,unknown,unknown,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.858,0,0
36,self-employed,divorced,basic.4y,no,no,no,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.864,0,0
44,technician,married,high.school,no,yes,yes,cellular,aug,fri,2,-1,0,nonexistent,93.444,-36.1,4.966,0,0
52,services,married,high.school,no,yes,no,telephone,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
42,unemployed,married,high.school,unknown,yes,yes,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
31,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.86,0,0
43,admin.,married,university.degree,no,yes,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
37,services,married,high.school,no,no,no,cellular,may,wed,1,-1,1,failure,92.893,-46.2,1.334,0,0
39,management,single,high.school,unknown,no,no,telephone,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
37,services,divorced,high.school,no,no,no,telephone,jul,tue,3,-1,0,nonexistent,93.918,-42.7,4.955,0,0
32,technician,single,professional.course,no,yes,no,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.967,0,0
38,services,married,basic.9y,no,unknown,unknown,telephone,jun,fri,3,-1,0,nonexistent,94.465,-41.8,4.959,0,0
50,technician,single,university.degree,no,yes,no,cellular,jul,tue,7,-1,0,nonexistent,93.918,-42.7,4.961,0,0
35,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,0
70,retired,divorced,university.degree,no,no,no,cellular,sep,fri,2,-1,0,nonexistent,92.379,-29.8,0.741,0,0
30,admin.,single,university.degree,no,no,no,cellular,aug,mon,4,-1,0,nonexistent,93.444,-36.1,4.963,0,0
32,technician,single,university.degree,no,yes,no,cellular,aug,thu,2,-1,0,nonexistent,93.444,-36.1,4.962,0,0
32,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
31,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,4,-1,0,nonexistent,93.994,-36.4,4.859,0,0
51,admin.,married,basic.6y,no,no,yes,cellular,may,mon,2,-1,1,failure,92.893,-46.2,1.299,0,0
24,services,single,high.school,no,no,no,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
32,admin.,single,university.degree,no,yes,no,telephone,may,wed,1,-1,0,nonexistent,92.893,-46.2,1.27,0,0
36,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,tue,1,-1,0,nonexistent,93.075,-47.1,1.453,0,0
32,admin.,married,university.degree,no,yes,no,cellular,aug,wed,4,-1,0,nonexistent,93.444,-36.1,4.964,0,0
53,admin.,divorced,university.degree,no,yes,no,cellular,jul,wed,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
32,admin.,single,university.degree,no,yes,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.958,0,0
55,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,1,-1,1,failure,92.893,-46.2,1.25,0,0
37,entrepreneur,married,university.degree,no,no,no,telephone,nov,wed,2,-1,1,failure,93.2,-42.0,4.12,0,0
57,services,divorced,high.school,no,no,no,telephone,may,mon,3,-1,0,nonexistent,93.994,-36.4,4.857,0,0
35,technician,single,university.degree,no,yes,no,cellular,may,mon,2,-1,0,nonexistent,92.893,-46.2,1.299,0,0
30,technician,married,university.degree,unknown,no,no,telephone,may,wed,3,-1,0,nonexistent,93.994,-36.4,4.856,0,0
36,technician,married,unknown,no,yes,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
35,admin.,married,high.school,no,no,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.963,0,1
42,technician,married,basic.9y,no,no,no,cellular,jul,tue,3,-1,0,nonexistent,93.918,-42.7,4.961,0,1
45,services,single,high.school,no,yes,no,cellular,may,fri,2,-1,0,nonexistent,92.893,-46.2,1.313,0,0
21,services,single,high.school,no,no,no,cellular,may,tue,1,-1,1,failure,92.893,-46.2,1.291,0,0
31,technician,married,basic.6y,no,yes,yes,cellular,nov,thu,4,-1,0,nonexistent,93.2,-42.0,4.076,0,0
32,management,married,high.school,no,no,no,telephone,jun,tue,1,-1,0,nonexistent,94.465,-41.8,4.864,0,0
36,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
37,entrepreneur,married,university.degree,unknown,yes,no,telephone,nov,mon,1,-1,1,failure,93.2,-42.0,4.191,0,0
18,student,single,basic.4y,no,yes,yes,cellular,apr,thu,2,-1,0,nonexistent,93.075,-47.1,1.365,0,0
56,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.962,0,0
27,services,single,high.school,no,yes,no,cellular,jul,tue,3,-1,0,nonexistent,93.918,-42.7,4.961,0,0
31,management,married,university.degree,no,no,no,cellular,aug,wed,4,-1,0,nonexistent,93.444,-36.1,4.964,0,0
35,services,single,professional.course,unknown,yes,no,cellular,nov,tue,2,-1,0,nonexistent,93.2,-42.0,4.153,0,0
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,jul,tue,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
25,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.858,0,0
35,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,7,-1,0,nonexistent,94.465,-41.8,4.866,0,0
33,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
32,technician,married,university.degree,no,yes,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
47,admin.,divorced,high.school,no,yes,no,cellular,sep,tue,1,3,1,success,92.379,-29.8,0.77,1,0
36,admin.,single,high.school,no,yes,no,cellular,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.344,0,0
33,technician,divorced,high.school,no,no,no,cellular,aug,fri,3,-1,0,nonexistent,93.444,-36.1,4.966,0,0
65,retired,married,basic.4y,no,no,yes,cellular,nov,tue,2,-1,0,nonexistent,92.649,-30.1,0.716,0,0
41,technician,single,high.school,no,yes,no,cellular,may,mon,2,-1,1,failure,92.893,-46.2,1.244,0,0
33,admin.,divorced,university.degree,no,no,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
60,technician,married,university.degree,no,yes,no,telephone,mar,mon,1,-1,0,nonexistent,93.369,-34.8,0.655,0,0
40,entrepreneur,married,basic.4y,unknown,yes,no,telephone,jun,tue,6,-1,0,nonexistent,94.465,-41.8,4.961,0,0
39,admin.,married,university.degree,no,yes,no,cellular,jun,mon,1,-1,1,failure,92.963,-40.8,1.266,0,0
27,technician,single,professional.course,no,no,no,cellular,jul,mon,7,-1,0,nonexistent,93.918,-42.7,4.96,0,0
51,entrepreneur,married,basic.9y,no,no,no,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.967,0,0
26,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
51,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,thu,7,-1,0,nonexistent,93.444,-36.1,4.962,0,0
31,services,single,high.school,no,yes,no,cellular,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.344,0,0
45,admin.,married,university.degree,no,no,yes,cellular,nov,wed,1,-1,1,failure,92.649,-30.1,0.715,0,0
59,admin.,divorced,high.school,no,unknown,unknown,telephone,may,wed,3,-1,0,nonexistent,92.893,-46.2,1.281,0,0
30,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,1,4,1,success,92.201,-31.4,0.883,1,0
41,blue-collar,married,basic.6y,no,yes,no,telephone,nov,thu,6,-1,0,nonexistent,93.2,-42.0,4.076,0,0
38,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,2,-1,0,nonexistent,93.918,-42.7,4.959,0,0
44,management,married,high.school,unknown,yes,no,cellular,jul,mon,6,-1,0,nonexistent,93.918,-42.7,4.962,0,0
72,retired,divorced,basic.4y,no,yes,yes,cellular,aug,thu,2,-1,1,failure,92.201,-31.4,0.873,0,0
24,admin.,single,university.degree,unknown,no,no,cellular,may,mon,1,-1,1,failure,92.893,-46.2,1.244,0,0
34,management,single,unknown,no,no,no,cellular,jul,tue,4,-1,0,nonexistent,93.918,-42.7,4.962,0,0
27,admin.,single,university.degree,no,yes,no,cellular,nov,fri,1,-1,0,nonexistent,92.649,-30.1,0.714,0,0
51,entrepreneur,single,basic.9y,no,yes,no,cellular,may,wed,3,-1,0,nonexistent,92.893,-46.2,1.334,0,1
45,blue-collar,married,high.school,no,yes,no,telephone,may,thu,5,-1,0,nonexistent,93.994,-36.4,4.855,0,0
57,self-employed,married,university.degree,no,no,no,telephone,jul,thu,16,-1,0,nonexistent,93.918,-42.7,4.962,0,0
40,blue-collar,married,high.school,no,no,no,cellular,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.961,0,0
66,housemaid,married,basic.4y,no,no,no,telephone,jul,tue,2,-1,0,nonexistent,94.215,-40.3,0.876,0,1
46,services,married,basic.6y,no,no,no,telephone,may,tue,3,-1,0,nonexistent,93.994,-36.4,4.857,0,0
33,technician,single,high.school,no,no,no,telephone,jun,mon,2,-1,0,nonexistent,94.465,-41.8,4.961,0,0
36,management,single,high.school,no,unknown,unknown,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.961,0,0
29,admin.,single,high.school,no,yes,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
36,technician,married,professional.course,no,no,no,telephone,jun,mon,1,-1,0,nonexistent,94.465,-41.8,4.961,0,0
54,admin.,divorced,university.degree,no,unknown,unknown,cellular,may,wed,1,-1,0,nonexistent,92.893,-46.2,1.27,0,0
50,management,divorced,university.degree,unknown,no,no,telephone,apr,mon,6,-1,1,failure,93.075,-47.1,1.466,0,1
31,services,married,basic.9y,no,no,no,cellular,jun,mon,1,-1,0,nonexistent,92.963,-40.8,1.266,0,1
38,blue-collar,divorced,high.school,no,yes,no,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.96,0,0
26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1,-1,0,nonexistent,92.469,-33.6,1.029,0,1
49,admin.,divorced,high.school,no,no,no,telephone,may,thu,3,-1,0,nonexistent,93.994,-36.4,4.86,0,0
38,admin.,single,university.degree,no,yes,yes,cellular,may,mon,7,-1,0,nonexistent,92.893,-46.2,1.244,0,0
29,technician,married,professional.course,no,yes,no,cellular,nov,tue,2,-1,0,nonexistent,93.2,-42.0,4.153,0,0
32,services,married,high.school,unknown,no,no,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.959,0,0
37,technician,single,university.degree,no,no,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.858,0,0
50,technician,married,university.degree,no,no,no,telephone,jul,fri,5,-1,0,nonexistent,93.918,-42.7,4.962,0,0
31,management,single,university.degree,no,yes,no,telephone,nov,thu,3,-1,0,nonexistent,93.2,-42.0,4.076,0,0
46,housemaid,married,high.school,no,yes,no,cellular,aug,mon,1,-1,0,nonexistent,93.444,-36.1,4.97,0,0
35,blue-collar,married,basic.6y,no,no,no,cellular,nov,tue,2,-1,1,failure,93.2,-42.0,4.153,0,0
41,services,married,high.school,unknown,no,no,telephone,jun,mon,21,-1,0,nonexistent,94.465,-41.8,4.96,0,0
44,blue-collar,married,basic.6y,no,yes,no,cellular,nov,fri,3,-1,0,nonexistent,93.2,-42.0,4.021,0,0
71,management,married,university.degree,no,yes,no,cellular,oct,thu,3,-1,2,failure,92.431,-26.9,0.733,0,1
51,services,married,high.school,unknown,no,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.961,0,0
30,admin.,single,basic.9y,no,no,no,cellular,nov,thu,2,-1,1,failure,93.2,-42.0,4.076,0,0
39,housemaid,married,basic.9y,no,yes,yes,cellular,nov,mon,1,-1,0,nonexistent,93.2,-42.0,4.191,0,0
29,admin.,single,university.degree,no,no,no,cellular,may,tue,6,-1,1,failure,92.893,-46.2,1.344,0,0
46,admin.,single,university.degree,unknown,yes,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.958,0,0
37,management,single,university.degree,no,no,no,cellular,apr,mon,1,-1,1,failure,93.749,-34.6,0.642,0,0
37,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,mon,1,-1,0,nonexistent,93.2,-42.0,4.191,0,1
41,services,married,high.school,no,yes,no,cellular,may,wed,2,-1,0,nonexistent,92.893,-46.2,1.281,0,0
35,technician,married,basic.6y,no,yes,yes,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.958,0,0
38,admin.,married,high.school,no,yes,no,telephone,jun,mon,1,-1,0,nonexistent,94.465,-41.8,4.865,0,0
36,admin.,single,university.degree,no,yes,yes,cellular,nov,wed,1,-1,0,nonexistent,93.2,-42.0,4.12,0,0
35,admin.,single,university.degree,no,no,yes,cellular,aug,wed,2,-1,0,nonexistent,93.444,-36.1,4.964,0,0
81,retired,divorced,unknown,unknown,yes,yes,cellular,may,fri,1,-1,0,nonexistent,92.893,-46.2,1.259,0,1
52,blue-collar,single,basic.9y,unknown,yes,no,cellular,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
49,admin.,married,university.degree,no,yes,yes,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.958,0,0
51,management,divorced,university.degree,no,yes,no,telephone,jul,wed,2,-1,0,nonexistent,92.469,-33.6,0.979,0,0
30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,1,-1,1,failure,93.075,-47.1,1.365,0,1
42,admin.,single,high.school,no,yes,no,cellular,nov,mon,1,-1,1,failure,93.2,-42.0,4.191,0,0
48,admin.,married,high.school,unknown,yes,yes,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.958,0,0
57,retired,married,unknown,unknown,yes,no,telephone,may,fri,4,-1,0,nonexistent,93.994,-36.4,4.859,0,0
39,technician,married,professional.course,unknown,no,no,telephone,jun,wed,1,-1,0,nonexistent,94.465,-41.8,4.962,0,0
23,student,single,university.degree,no,yes,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.266,0,0
36,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,5,-1,0,nonexistent,93.994,-36.4,4.857,0,0
56,self-employed,divorced,university.degree,unknown,no,no,telephone,apr,fri,1,-1,0,nonexistent,93.075,-47.1,1.405,0,0
41,management,divorced,basic.6y,no,no,no,cellular,nov,thu,1,-1,0,nonexistent,93.2,-42.0,4.076,0,0
56,management,married,basic.4y,unknown,yes,no,cellular,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.961,0,0
36,services,married,high.school,no,no,no,cellular,may,thu,2,-1,1,failure,92.893,-46.2,1.327,0,0
27,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,1,-1,1,failure,92.893,-46.2,1.291,0,0
33,services,married,high.school,no,no,no,cellular,nov,wed,2,-1,0,nonexistent,93.2,-42.0,4.12,0,0
47,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,mon,8,-1,0,nonexistent,93.994,-36.4,4.857,0,0
43,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,6,-1,0,nonexistent,92.893,-46.2,1.299,0,0
53,technician,divorced,university.degree,no,yes,no,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
32,admin.,divorced,basic.9y,no,yes,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.96,0,0
51,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
29,technician,married,high.school,no,no,no,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
56,unemployed,divorced,basic.4y,no,yes,no,cellular,mar,wed,1,-1,1,failure,93.369,-34.8,0.634,0,1
48,self-employed,married,university.degree,unknown,no,no,telephone,may,tue,8,-1,0,nonexistent,93.994,-36.4,4.856,0,0
41,management,married,basic.9y,no,yes,no,telephone,may,tue,3,-1,0,nonexistent,93.994,-36.4,4.856,0,0
31,admin.,married,university.degree,no,yes,no,cellular,sep,thu,1,-1,0,nonexistent,94.199,-37.5,0.879,0,1
35,unemployed,married,university.degree,no,no,no,cellular,may,wed,2,-1,0,nonexistent,92.893,-46.2,1.27,0,0
36,admin.,married,university.degree,no,yes,no,cellular,jul,tue,5,-1,0,nonexistent,93.918,-42.7,4.962,0,1
37,technician,single,professional.course,no,no,yes,cellular,may,fri,6,-1,0,nonexistent,92.893,-46.2,1.25,0,0
28,self-employed,single,university.degree,no,no,yes,cellular,may,mon,1,-1,0,nonexistent,92.893,-46.2,1.264,0,1
39,blue-collar,divorced,unknown,no,no,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,0
27,unemployed,single,university.degree,no,yes,no,telephone,jul,mon,7,-1,0,nonexistent,93.918,-42.7,4.962,0,0
57,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
38,housemaid,married,basic.9y,no,no,no,telephone,jun,fri,4,-1,0,nonexistent,94.465,-41.8,4.959,0,0
29,technician,married,university.degree,no,yes,no,telephone,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.964,0,0
40,admin.,married,university.degree,no,no,no,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
35,blue-collar,married,professional.course,no,yes,no,cellular,nov,mon,1,-1,0,nonexistent,93.2,-42.0,4.191,0,0
